amount,transaction_type,merchant_category,device_type,location,hour,customer_age,transaction_frequency,is_fraud
45563,ATM,Travel,Laptop,Mumbai,22,61,42,0
29211,Online,Electronics,Mobile,Pune,21,39,35,0
44021,POS,Food,Laptop,Hyderabad,12,19,5,0
30296,POS,Travel,Mobile,Chennai,13,45,21,0
7747,Online,Grocery,Desktop,Delhi,10,32,42,0
12728,POS,Travel,Laptop,Delhi,0,37,45,0
28231,ATM,Travel,Desktop,Delhi,16,43,7,0
27547,ATM,Luxury,Desktop,Chennai,17,45,30,0
13908,POS,Food,Mobile,Pune,3,22,9,0
27635,ATM,Grocery,Desktop,Pune,21,53,33,0
15240,ATM,Electronics,Desktop,Mumbai,16,53,33,0
18142,POS,Travel,Desktop,Pune,21,53,13,0
15489,POS,Food,Desktop,Hyderabad,3,64,28,0
2436,POS,Food,Mobile,Chennai,15,61,20,0
1676,POS,Travel,Desktop,Hyderabad,7,60,36,0
4292,POS,Grocery,Desktop,Chennai,21,59,30,0
40809,Online,Electronics,Mobile,Bangalore,8,33,18,0
1311,ATM,Luxury,Mobile,Pune,6,18,3,0
19996,POS,Grocery,Mobile,Chennai,7,45,27,0
11927,Online,Grocery,Laptop,Hyderabad,22,61,5,0
29154,ATM,Luxury,Laptop,Mumbai,0,50,30,0
25152,Online,Food,Desktop,Bangalore,13,47,31,0
13044,Online,Travel,Laptop,Pune,20,59,48,0
6437,Online,Grocery,Mobile,Delhi,17,43,36,0
28658,Online,Luxury,Desktop,Delhi,6,22,42,0
35418,ATM,Travel,Laptop,Mumbai,5,23,12,0
27825,POS,Travel,Laptop,Pune,12,29,16,0
28100,ATM,Travel,Laptop,Delhi,4,30,48,0
47304,POS,Electronics,Laptop,Chennai,0,27,14,0
22717,Online,Food,Mobile,Hyderabad,14,61,23,0
11015,ATM,Food,Mobile,Pune,14,45,9,0
23683,POS,Food,Mobile,Mumbai,19,35,1,0
1255,Online,Electronics,Mobile,Mumbai,23,59,14,0
26187,ATM,Luxury,Mobile,Pune,17,39,33,0
3877,POS,Electronics,Desktop,Chennai,4,58,49,0
9684,POS,Travel,Mobile,Bangalore,4,40,12,0
16889,Online,Food,Desktop,Delhi,18,41,20,0
31091,POS,Travel,Laptop,Bangalore,18,60,34,0
49074,ATM,Grocery,Mobile,Chennai,19,44,24,0
1195,Online,Luxury,Laptop,Pune,0,56,28,0
27038,Online,Grocery,Laptop,Chennai,21,57,45,0
19896,Online,Luxury,Laptop,Hyderabad,4,66,13,0
38093,Online,Food,Mobile,Chennai,18,27,24,0
29455,POS,Electronics,Mobile,Chennai,18,21,44,0
5647,ATM,Luxury,Desktop,Hyderabad,8,45,19,0
2544,ATM,Electronics,Laptop,Delhi,0,62,19,0
35602,ATM,Grocery,Laptop,Chennai,23,38,33,1
45232,Online,Luxury,Desktop,Mumbai,8,55,6,0
9211,ATM,Electronics,Desktop,Delhi,7,23,20,0
40241,Online,Grocery,Desktop,Pune,13,33,50,0
7327,Online,Food,Laptop,Chennai,23,37,22,0
40844,Online,Travel,Desktop,Hyderabad,7,26,16,0
47568,POS,Grocery,Desktop,Chennai,13,52,23,0
38011,ATM,Luxury,Mobile,Bangalore,13,40,45,0
49541,Online,Grocery,Mobile,Mumbai,23,23,14,0
2588,ATM,Food,Laptop,Pune,13,41,28,0
13940,POS,Luxury,Desktop,Chennai,1,60,47,0
28958,ATM,Luxury,Desktop,Chennai,23,50,18,0
13805,POS,Electronics,Laptop,Bangalore,6,55,27,0
47809,Online,Travel,Laptop,Delhi,1,48,43,0
16201,POS,Grocery,Laptop,Pune,2,19,1,0
15538,Online,Luxury,Mobile,Mumbai,8,44,12,0
25613,POS,Electronics,Mobile,Bangalore,18,22,1,0
16930,Online,Travel,Laptop,Chennai,5,59,13,0
40452,Online,Food,Desktop,Pune,8,67,41,0
21536,POS,Travel,Desktop,Pune,17,25,12,0
2339,Online,Travel,Laptop,Delhi,18,29,31,0
44196,ATM,Grocery,Desktop,Delhi,1,54,21,0
42854,ATM,Luxury,Desktop,Hyderabad,7,39,44,0
44239,ATM,Travel,Laptop,Mumbai,19,38,24,0
44954,ATM,Travel,Laptop,Hyderabad,16,51,9,0
36604,ATM,Electronics,Laptop,Chennai,10,45,35,0
2274,ATM,Electronics,Desktop,Bangalore,17,27,3,0
25163,POS,Travel,Mobile,Mumbai,13,31,32,0
17495,ATM,Food,Mobile,Hyderabad,4,51,20,0
4965,POS,Grocery,Mobile,Mumbai,10,48,1,0
41432,POS,Travel,Mobile,Pune,12,64,15,0
16603,POS,Travel,Laptop,Delhi,16,26,15,0
14653,POS,Grocery,Mobile,Chennai,3,60,4,0
26608,ATM,Luxury,Mobile,Mumbai,6,36,4,0
37915,POS,Electronics,Mobile,Chennai,23,32,32,1
29538,POS,Travel,Mobile,Chennai,7,64,22,0
30623,ATM,Electronics,Laptop,Pune,14,61,48,0
40277,POS,Grocery,Desktop,Mumbai,23,46,18,0
24323,POS,Grocery,Mobile,Pune,16,41,39,0
8734,ATM,Food,Desktop,Chennai,9,30,9,0
48234,ATM,Food,Mobile,Pune,5,31,9,0
48289,ATM,Electronics,Laptop,Hyderabad,6,42,19,0
7048,POS,Luxury,Laptop,Chennai,0,26,38,0
28076,ATM,Electronics,Laptop,Mumbai,8,56,36,0
6927,Online,Electronics,Laptop,Chennai,20,60,33,0
40281,Online,Grocery,Laptop,Pune,20,50,17,0
11104,Online,Grocery,Laptop,Pune,23,50,16,0
38691,Online,Food,Laptop,Pune,16,56,13,0
43637,POS,Grocery,Laptop,Hyderabad,11,48,40,0
34325,Online,Grocery,Desktop,Mumbai,11,44,42,0
15763,POS,Grocery,Laptop,Bangalore,8,35,25,0
603,ATM,Electronics,Mobile,Bangalore,6,23,46,0
12579,Online,Electronics,Laptop,Chennai,13,68,48,0
25965,POS,Luxury,Desktop,Hyderabad,20,63,23,0
30804,POS,Luxury,Laptop,Chennai,13,59,43,0
16873,POS,Food,Desktop,Delhi,3,42,20,0
4745,ATM,Grocery,Mobile,Pune,5,44,25,0
473,ATM,Grocery,Desktop,Delhi,19,37,50,0
1386,Online,Luxury,Laptop,Pune,23,50,8,0
44214,POS,Food,Laptop,Hyderabad,6,37,42,0
39884,ATM,Luxury,Mobile,Mumbai,2,65,9,0
4462,Online,Food,Laptop,Delhi,22,58,35,0
28949,POS,Food,Laptop,Pune,22,34,27,0
48171,Online,Travel,Laptop,Pune,14,34,45,0
33950,Online,Grocery,Laptop,Bangalore,2,49,3,0
40022,ATM,Food,Desktop,Delhi,17,69,17,0
41869,Online,Luxury,Desktop,Bangalore,23,20,47,1
38950,Online,Food,Laptop,Mumbai,21,48,48,0
11716,Online,Grocery,Mobile,Hyderabad,12,23,49,0
43981,POS,Luxury,Laptop,Delhi,23,18,9,0
31787,ATM,Food,Laptop,Mumbai,15,22,25,0
33448,POS,Electronics,Desktop,Bangalore,15,68,12,0
38972,ATM,Food,Mobile,Delhi,8,65,44,0
8345,POS,Luxury,Desktop,Bangalore,1,31,29,0
29788,ATM,Electronics,Desktop,Mumbai,1,28,29,0
30287,POS,Travel,Desktop,Mumbai,17,34,5,0
22779,ATM,Food,Mobile,Pune,4,60,6,0
40482,POS,Electronics,Desktop,Hyderabad,0,46,46,0
42436,ATM,Grocery,Desktop,Mumbai,7,46,12,0
24807,POS,Grocery,Desktop,Chennai,19,29,27,0
15819,ATM,Grocery,Laptop,Pune,16,26,25,0
13799,Online,Grocery,Desktop,Delhi,10,24,43,0
21546,POS,Travel,Mobile,Pune,8,68,37,0
43966,Online,Luxury,Mobile,Bangalore,7,63,12,0
47896,POS,Travel,Mobile,Mumbai,20,47,38,0
28310,ATM,Travel,Desktop,Hyderabad,2,31,21,0
45735,ATM,Travel,Mobile,Bangalore,16,69,46,0
21905,ATM,Luxury,Mobile,Chennai,2,31,31,0
277,ATM,Electronics,Laptop,Bangalore,10,52,12,0
31500,Online,Travel,Desktop,Bangalore,3,64,15,0
22594,POS,Food,Mobile,Delhi,19,52,36,0
30103,ATM,Grocery,Mobile,Mumbai,3,61,35,0
21584,ATM,Luxury,Desktop,Chennai,19,30,8,0
17223,POS,Luxury,Laptop,Delhi,11,58,40,0
36265,ATM,Luxury,Mobile,Mumbai,3,67,34,0
41622,POS,Electronics,Mobile,Bangalore,4,47,23,0
37674,POS,Luxury,Mobile,Mumbai,2,32,18,0
34679,POS,Grocery,Mobile,Pune,3,59,19,0
38074,ATM,Luxury,Desktop,Delhi,8,18,34,0
11355,ATM,Travel,Laptop,Mumbai,1,45,49,0
11403,Online,Travel,Mobile,Mumbai,16,18,49,0
31518,POS,Luxury,Laptop,Chennai,5,20,22,0
37511,POS,Grocery,Desktop,Bangalore,3,34,36,0
30149,Online,Travel,Desktop,Hyderabad,13,63,25,0
31120,Online,Food,Laptop,Bangalore,22,52,4,0
18843,ATM,Travel,Mobile,Bangalore,22,32,24,0
5543,ATM,Grocery,Laptop,Pune,10,67,33,0
46093,POS,Grocery,Laptop,Pune,12,64,45,0
44988,ATM,Grocery,Laptop,Mumbai,8,27,40,0
33676,ATM,Electronics,Mobile,Chennai,11,56,20,0
30194,ATM,Food,Mobile,Pune,5,54,21,0
16932,Online,Travel,Mobile,Mumbai,3,36,16,0
10475,POS,Luxury,Laptop,Delhi,17,47,39,0
4413,ATM,Grocery,Desktop,Hyderabad,17,28,30,0
4813,Online,Grocery,Desktop,Delhi,23,29,7,0
34786,ATM,Electronics,Desktop,Mumbai,9,40,44,0
6148,Online,Luxury,Desktop,Mumbai,15,25,27,0
27906,POS,Grocery,Laptop,Hyderabad,13,29,42,0
38746,Online,Travel,Mobile,Hyderabad,19,56,25,0
44797,Online,Food,Laptop,Hyderabad,10,59,27,0
46996,Online,Luxury,Mobile,Chennai,10,24,39,0
14374,ATM,Electronics,Laptop,Delhi,21,45,15,0
11773,POS,Grocery,Laptop,Chennai,4,67,41,0
47348,POS,Travel,Mobile,Hyderabad,2,37,15,0
5513,POS,Luxury,Mobile,Hyderabad,12,19,42,0
38317,POS,Electronics,Mobile,Mumbai,18,22,3,0
13264,Online,Travel,Mobile,Delhi,11,50,38,0
42867,Online,Luxury,Desktop,Pune,20,20,15,0
4525,ATM,Electronics,Desktop,Mumbai,12,37,3,0
26957,Online,Travel,Laptop,Mumbai,5,58,17,0
5710,Online,Luxury,Desktop,Mumbai,10,33,39,0
27543,POS,Electronics,Mobile,Bangalore,16,33,12,0
29251,Online,Electronics,Laptop,Chennai,4,70,19,0
26872,POS,Grocery,Laptop,Pune,23,27,11,0
47514,Online,Travel,Mobile,Chennai,22,27,21,0
5976,POS,Grocery,Desktop,Hyderabad,12,26,43,0
21793,Online,Electronics,Laptop,Pune,0,56,40,0
36004,ATM,Food,Desktop,Mumbai,11,23,31,0
15772,POS,Luxury,Laptop,Delhi,2,60,21,0
47754,Online,Luxury,Desktop,Hyderabad,23,19,49,1
19756,ATM,Electronics,Mobile,Chennai,16,47,10,0
48773,ATM,Luxury,Mobile,Bangalore,1,54,44,0
44120,POS,Travel,Laptop,Mumbai,22,33,49,0
27142,ATM,Travel,Desktop,Chennai,20,43,45,0
12759,POS,Food,Desktop,Pune,18,47,47,0
24069,Online,Electronics,Desktop,Mumbai,19,55,15,0
44688,ATM,Food,Desktop,Delhi,0,22,37,0
38829,POS,Food,Laptop,Delhi,8,43,11,0
19084,ATM,Grocery,Laptop,Bangalore,12,26,44,0
2789,ATM,Luxury,Mobile,Delhi,19,67,30,0
42547,POS,Travel,Laptop,Chennai,17,40,20,0
31679,POS,Grocery,Desktop,Pune,6,70,19,0
12378,POS,Luxury,Mobile,Chennai,23,26,2,0
47890,ATM,Food,Desktop,Pune,5,30,14,0
39013,ATM,Luxury,Desktop,Chennai,5,39,44,0
47380,POS,Luxury,Desktop,Bangalore,8,38,19,0
47345,POS,Travel,Mobile,Hyderabad,12,19,32,0
2653,POS,Food,Laptop,Pune,15,45,30,0
24695,Online,Travel,Mobile,Hyderabad,16,61,30,0
5448,POS,Travel,Desktop,Delhi,5,18,25,0
11501,Online,Grocery,Laptop,Mumbai,1,22,40,0
24806,ATM,Travel,Mobile,Mumbai,7,31,44,0
3743,Online,Food,Desktop,Hyderabad,11,19,46,0
44872,Online,Food,Mobile,Chennai,12,25,45,0
19727,POS,Grocery,Mobile,Bangalore,8,68,1,0
32128,Online,Travel,Desktop,Hyderabad,6,25,17,0
11552,Online,Grocery,Mobile,Hyderabad,9,22,43,0
6351,Online,Grocery,Laptop,Bangalore,0,41,49,0
37531,ATM,Food,Mobile,Pune,1,57,46,0
28685,POS,Travel,Mobile,Bangalore,11,22,24,0
46487,Online,Travel,Laptop,Bangalore,10,53,22,0
32113,Online,Food,Laptop,Hyderabad,12,40,11,0
18822,ATM,Electronics,Mobile,Pune,18,53,2,0
696,ATM,Food,Laptop,Bangalore,3,61,25,0
40087,POS,Food,Mobile,Pune,4,47,5,0
23147,Online,Travel,Laptop,Pune,11,23,7,0
36511,ATM,Food,Laptop,Pune,21,43,4,0
39821,Online,Luxury,Desktop,Delhi,8,66,2,0
30613,POS,Electronics,Mobile,Chennai,12,55,7,0
8675,Online,Grocery,Desktop,Delhi,11,23,15,0
27491,Online,Travel,Laptop,Delhi,3,49,11,0
35439,POS,Grocery,Mobile,Bangalore,20,66,9,0
25834,Online,Food,Mobile,Delhi,15,33,41,0
49604,Online,Grocery,Laptop,Hyderabad,7,52,40,0
24647,POS,Luxury,Mobile,Delhi,13,38,37,0
4035,Online,Travel,Laptop,Bangalore,3,42,41,0
24060,POS,Food,Laptop,Chennai,9,50,3,0
19268,Online,Electronics,Desktop,Mumbai,20,40,48,0
41003,Online,Electronics,Laptop,Pune,18,32,47,0
11306,Online,Luxury,Desktop,Pune,11,58,5,0
18398,ATM,Travel,Laptop,Mumbai,19,37,11,0
40545,Online,Food,Laptop,Pune,12,36,35,0
16862,POS,Luxury,Laptop,Mumbai,7,44,49,0
18230,ATM,Electronics,Laptop,Delhi,13,58,13,0
43230,Online,Luxury,Desktop,Chennai,22,49,6,0
27074,Online,Electronics,Desktop,Delhi,9,23,50,0
32500,POS,Luxury,Mobile,Delhi,14,58,24,0
21004,ATM,Food,Laptop,Chennai,14,39,42,0
34642,ATM,Travel,Desktop,Mumbai,3,37,15,0
6896,ATM,Food,Mobile,Mumbai,11,62,47,0
44404,ATM,Travel,Laptop,Pune,21,42,17,0
1839,ATM,Electronics,Desktop,Delhi,0,59,4,0
11267,ATM,Electronics,Mobile,Mumbai,2,27,15,0
22432,Online,Food,Desktop,Bangalore,16,69,42,0
17464,Online,Food,Laptop,Mumbai,15,63,39,0
19798,ATM,Travel,Mobile,Delhi,20,23,5,0
28146,Online,Food,Laptop,Hyderabad,13,20,34,0
38729,ATM,Food,Desktop,Hyderabad,8,28,7,0
21231,Online,Grocery,Laptop,Chennai,1,47,46,0
19141,POS,Luxury,Laptop,Mumbai,11,21,4,0
25212,Online,Electronics,Desktop,Bangalore,0,20,45,0
44127,POS,Food,Mobile,Chennai,6,19,18,0
18454,Online,Luxury,Laptop,Mumbai,0,49,9,0
32951,Online,Grocery,Laptop,Bangalore,22,70,27,0
882,POS,Luxury,Mobile,Mumbai,15,51,48,0
21528,POS,Luxury,Laptop,Bangalore,5,39,14,0
16166,ATM,Luxury,Mobile,Hyderabad,3,52,43,0
49267,Online,Grocery,Laptop,Hyderabad,16,31,3,0
35244,POS,Travel,Desktop,Bangalore,22,59,34,0
44300,ATM,Food,Desktop,Bangalore,13,66,28,0
24164,POS,Travel,Desktop,Pune,14,35,21,0
20080,ATM,Luxury,Desktop,Hyderabad,1,30,37,0
16502,ATM,Travel,Desktop,Bangalore,14,35,1,0
33408,Online,Travel,Mobile,Mumbai,6,21,22,0
14085,ATM,Travel,Laptop,Hyderabad,2,68,15,0
47355,ATM,Electronics,Desktop,Hyderabad,11,31,26,0
35982,Online,Food,Laptop,Delhi,13,51,25,0
6051,ATM,Luxury,Desktop,Delhi,0,57,31,0
31965,POS,Grocery,Desktop,Hyderabad,18,56,40,0
21893,Online,Luxury,Mobile,Hyderabad,5,42,22,0
47362,Online,Electronics,Laptop,Pune,23,63,20,0
36385,POS,Food,Desktop,Mumbai,22,51,40,0
28468,Online,Luxury,Mobile,Mumbai,16,35,23,0
17923,Online,Electronics,Mobile,Chennai,13,56,1,0
13086,Online,Travel,Laptop,Hyderabad,6,27,5,0
19786,POS,Travel,Mobile,Delhi,3,67,40,0
10041,Online,Grocery,Mobile,Delhi,22,44,47,0
20957,POS,Luxury,Desktop,Delhi,1,19,50,0
16058,Online,Grocery,Mobile,Bangalore,11,67,27,0
1288,ATM,Food,Desktop,Bangalore,6,58,37,0
25212,ATM,Luxury,Mobile,Mumbai,22,54,8,0
22943,Online,Electronics,Laptop,Mumbai,17,44,31,0
47367,ATM,Luxury,Laptop,Pune,7,61,12,0
7561,POS,Food,Mobile,Delhi,2,38,30,0
12457,ATM,Electronics,Mobile,Delhi,12,67,46,0
49283,POS,Food,Mobile,Bangalore,16,67,27,0
30924,POS,Travel,Desktop,Pune,8,34,22,0
4248,POS,Luxury,Laptop,Delhi,5,53,4,0
48364,Online,Luxury,Laptop,Pune,6,48,28,0
21017,POS,Electronics,Mobile,Pune,3,35,18,0
18817,POS,Travel,Laptop,Pune,11,20,33,0
32177,ATM,Electronics,Laptop,Bangalore,20,33,49,0
847,Online,Food,Desktop,Delhi,22,69,35,0
47745,Online,Electronics,Mobile,Hyderabad,19,69,50,0
23604,POS,Electronics,Laptop,Delhi,12,32,46,0
22957,Online,Electronics,Laptop,Pune,21,65,45,0
22079,Online,Luxury,Mobile,Bangalore,12,52,24,0
16230,Online,Luxury,Desktop,Delhi,3,44,36,0
39160,Online,Travel,Mobile,Bangalore,8,46,14,0
3396,ATM,Food,Mobile,Delhi,13,52,5,0
43060,ATM,Electronics,Laptop,Delhi,6,41,10,0
43940,POS,Electronics,Laptop,Hyderabad,7,60,36,0
5748,Online,Travel,Desktop,Chennai,2,19,40,0
28057,POS,Food,Laptop,Hyderabad,19,20,4,0
1264,POS,Electronics,Desktop,Bangalore,4,41,13,0
19910,POS,Luxury,Desktop,Chennai,16,54,50,0
46075,POS,Grocery,Mobile,Bangalore,18,65,33,0
9774,ATM,Travel,Laptop,Mumbai,5,66,29,0
7281,POS,Luxury,Desktop,Chennai,7,41,6,0
4026,Online,Travel,Laptop,Mumbai,17,34,41,0
20028,ATM,Electronics,Desktop,Chennai,18,24,39,0
39215,Online,Grocery,Mobile,Pune,13,55,48,0
20683,POS,Grocery,Mobile,Chennai,3,41,44,0
3333,POS,Grocery,Laptop,Bangalore,7,21,4,0
44760,POS,Travel,Desktop,Delhi,23,38,30,1
43081,POS,Travel,Laptop,Hyderabad,22,29,12,0
40230,Online,Luxury,Laptop,Delhi,5,26,37,0
18381,POS,Food,Desktop,Bangalore,14,36,44,0
16882,POS,Travel,Desktop,Bangalore,17,60,27,0
370,Online,Luxury,Laptop,Bangalore,14,49,19,0
12842,POS,Food,Mobile,Bangalore,1,53,42,0
2361,ATM,Electronics,Laptop,Bangalore,15,56,37,0
22310,POS,Luxury,Desktop,Mumbai,11,45,31,0
37349,Online,Grocery,Desktop,Pune,1,34,32,0
42309,ATM,Food,Mobile,Bangalore,9,49,6,0
33663,Online,Electronics,Laptop,Delhi,8,43,8,0
46119,POS,Grocery,Mobile,Chennai,9,70,24,0
38922,ATM,Luxury,Desktop,Bangalore,9,64,34,0
15120,Online,Food,Desktop,Bangalore,1,47,31,0
23225,ATM,Electronics,Desktop,Bangalore,18,40,6,0
29648,POS,Travel,Mobile,Chennai,15,61,24,0
48763,POS,Luxury,Desktop,Pune,8,54,44,0
29680,POS,Electronics,Mobile,Mumbai,8,32,13,0
8758,POS,Food,Desktop,Pune,19,25,5,0
12514,ATM,Luxury,Laptop,Mumbai,1,29,12,0
7234,POS,Food,Desktop,Bangalore,13,63,42,0
25913,POS,Travel,Mobile,Pune,18,60,18,0
25399,Online,Electronics,Laptop,Chennai,2,53,18,0
14961,Online,Travel,Laptop,Chennai,12,38,40,0
18616,Online,Food,Laptop,Chennai,0,38,41,0
31698,POS,Grocery,Mobile,Delhi,3,69,40,0
1275,Online,Travel,Mobile,Delhi,20,64,7,0
26121,ATM,Grocery,Desktop,Delhi,17,48,46,0
39429,Online,Electronics,Mobile,Delhi,10,26,18,0
22966,Online,Travel,Desktop,Bangalore,23,24,1,0
28666,Online,Travel,Laptop,Delhi,20,63,36,0
30642,ATM,Electronics,Mobile,Hyderabad,5,31,35,0
14038,ATM,Travel,Laptop,Hyderabad,2,68,22,0
35066,POS,Electronics,Desktop,Hyderabad,6,48,13,0
12458,POS,Electronics,Laptop,Pune,5,51,40,0
21282,ATM,Grocery,Mobile,Delhi,15,26,21,0
25546,Online,Travel,Mobile,Bangalore,5,68,37,0
45773,ATM,Food,Laptop,Mumbai,20,34,12,0
41987,POS,Grocery,Mobile,Hyderabad,19,65,38,0
29253,POS,Electronics,Mobile,Pune,3,68,41,0
20955,Online,Grocery,Laptop,Pune,17,50,23,0
10250,Online,Travel,Laptop,Chennai,22,33,22,0
12499,ATM,Electronics,Laptop,Chennai,6,42,34,0
36118,Online,Food,Laptop,Delhi,7,55,8,0
43684,POS,Travel,Laptop,Hyderabad,14,45,19,0
32083,POS,Electronics,Mobile,Hyderabad,4,56,10,0
25398,POS,Travel,Laptop,Delhi,19,37,6,0
1327,ATM,Luxury,Laptop,Delhi,21,61,22,0
35634,POS,Electronics,Laptop,Mumbai,17,64,32,0
26641,POS,Luxury,Desktop,Mumbai,18,52,25,0
39148,POS,Food,Mobile,Bangalore,23,31,6,0
9152,Online,Food,Desktop,Mumbai,9,30,37,0
25230,Online,Luxury,Desktop,Bangalore,5,60,46,0
32974,POS,Travel,Laptop,Bangalore,23,44,41,1
43597,ATM,Travel,Laptop,Pune,9,18,34,0
42942,Online,Grocery,Mobile,Pune,12,60,39,0
3663,ATM,Food,Desktop,Bangalore,14,52,49,0
19682,ATM,Grocery,Laptop,Mumbai,7,47,47,0
14953,ATM,Food,Desktop,Pune,12,24,24,0
24215,Online,Luxury,Desktop,Mumbai,12,34,12,0
24254,Online,Food,Desktop,Pune,3,48,25,0
21053,POS,Luxury,Desktop,Delhi,1,56,15,0
10615,ATM,Food,Desktop,Hyderabad,3,64,44,0
33614,Online,Luxury,Mobile,Delhi,4,54,45,0
40230,Online,Food,Laptop,Bangalore,11,42,41,0
39612,POS,Travel,Mobile,Mumbai,13,69,43,0
6301,ATM,Food,Mobile,Mumbai,11,20,6,0
29658,ATM,Grocery,Desktop,Delhi,19,19,6,0
49172,ATM,Travel,Laptop,Delhi,10,45,30,0
16714,ATM,Grocery,Laptop,Hyderabad,21,57,27,0
10999,POS,Grocery,Mobile,Chennai,12,54,30,0
40979,ATM,Grocery,Desktop,Pune,15,57,35,0
7845,Online,Grocery,Laptop,Pune,20,61,41,0
36914,ATM,Food,Desktop,Hyderabad,18,68,21,0
25903,ATM,Grocery,Laptop,Mumbai,7,21,25,0
23234,ATM,Food,Laptop,Delhi,14,60,43,0
36191,Online,Travel,Mobile,Chennai,8,33,44,0
1622,POS,Travel,Laptop,Delhi,8,56,25,0
21333,ATM,Grocery,Desktop,Delhi,7,48,2,0
29054,Online,Food,Mobile,Chennai,13,32,20,0
29063,ATM,Travel,Desktop,Mumbai,15,30,50,0
31837,Online,Luxury,Desktop,Bangalore,16,31,15,0
9834,Online,Electronics,Laptop,Delhi,11,60,1,0
34309,ATM,Luxury,Desktop,Hyderabad,9,34,14,0
32248,ATM,Electronics,Laptop,Mumbai,5,21,16,0
19984,POS,Travel,Mobile,Delhi,9,41,44,0
23091,Online,Travel,Laptop,Hyderabad,14,46,41,0
5590,ATM,Travel,Desktop,Chennai,5,46,28,0
16593,ATM,Electronics,Mobile,Chennai,4,47,43,0
40014,Online,Electronics,Mobile,Delhi,6,43,25,0
8064,POS,Grocery,Laptop,Mumbai,9,19,1,0
27518,ATM,Food,Desktop,Hyderabad,23,28,42,1
13077,POS,Food,Mobile,Pune,2,36,24,0
29036,Online,Food,Laptop,Chennai,3,54,6,0
18276,ATM,Electronics,Laptop,Delhi,10,40,11,0
26307,POS,Food,Laptop,Bangalore,9,35,49,0
48506,POS,Electronics,Mobile,Pune,3,52,2,0
40826,POS,Electronics,Mobile,Bangalore,11,24,9,0
49323,POS,Food,Laptop,Mumbai,18,24,46,0
13661,Online,Food,Laptop,Bangalore,9,59,31,0
1816,Online,Food,Mobile,Chennai,2,60,28,0
41818,ATM,Luxury,Laptop,Pune,2,24,37,0
44114,Online,Grocery,Mobile,Hyderabad,0,30,28,0
42190,POS,Luxury,Mobile,Chennai,15,40,37,0
11043,Online,Electronics,Desktop,Delhi,12,65,44,0
48780,ATM,Food,Desktop,Chennai,7,54,34,0
25939,Online,Travel,Laptop,Delhi,0,69,42,0
5508,ATM,Luxury,Laptop,Hyderabad,22,35,33,0
30766,ATM,Electronics,Laptop,Delhi,0,24,4,0
2951,POS,Food,Laptop,Bangalore,0,65,21,0
45303,ATM,Food,Desktop,Delhi,11,39,15,0
12085,Online,Travel,Desktop,Hyderabad,0,63,35,0
28979,Online,Luxury,Laptop,Chennai,19,67,22,0
11903,Online,Food,Mobile,Delhi,22,54,23,0
13927,Online,Travel,Mobile,Chennai,16,28,42,0
34161,ATM,Luxury,Desktop,Delhi,16,55,8,0
32189,Online,Electronics,Mobile,Hyderabad,5,38,2,0
721,Online,Grocery,Laptop,Pune,20,67,19,0
12880,POS,Electronics,Mobile,Pune,19,53,44,0
40404,POS,Grocery,Laptop,Chennai,14,48,22,0
30566,POS,Electronics,Laptop,Hyderabad,20,61,1,0
33818,ATM,Food,Mobile,Bangalore,2,38,18,0
23955,ATM,Luxury,Mobile,Chennai,6,19,43,0
45738,Online,Food,Desktop,Bangalore,14,49,27,0
36590,ATM,Luxury,Mobile,Bangalore,21,66,17,0
4152,Online,Grocery,Laptop,Hyderabad,11,29,30,0
34650,ATM,Electronics,Mobile,Chennai,16,52,18,0
46416,Online,Food,Mobile,Pune,1,44,45,0
37140,POS,Food,Mobile,Mumbai,10,40,2,0
35943,Online,Electronics,Mobile,Delhi,4,40,14,0
478,POS,Food,Mobile,Mumbai,3,36,31,0
21542,POS,Food,Desktop,Delhi,11,42,7,0
37389,ATM,Travel,Desktop,Pune,1,27,44,0
47287,ATM,Travel,Mobile,Chennai,15,41,36,0
14196,POS,Electronics,Desktop,Pune,23,32,44,0
40171,POS,Luxury,Laptop,Mumbai,21,38,20,0
24638,POS,Luxury,Laptop,Pune,16,59,45,0
18772,POS,Food,Desktop,Bangalore,7,26,30,0
22733,Online,Grocery,Mobile,Hyderabad,0,47,11,0
30880,POS,Grocery,Laptop,Chennai,1,28,5,0
8114,POS,Luxury,Laptop,Chennai,22,60,35,0
47924,Online,Grocery,Mobile,Bangalore,6,35,23,0
8874,Online,Electronics,Desktop,Pune,20,42,45,0
22449,POS,Food,Desktop,Pune,1,59,21,0
33015,POS,Grocery,Laptop,Delhi,1,63,47,0
16389,ATM,Luxury,Mobile,Delhi,11,25,30,0
34115,Online,Travel,Desktop,Hyderabad,2,68,14,0
8326,ATM,Travel,Desktop,Chennai,22,32,33,0
3482,POS,Electronics,Mobile,Hyderabad,4,59,8,0
6513,Online,Luxury,Desktop,Mumbai,2,68,13,0
18407,Online,Electronics,Mobile,Mumbai,7,51,41,0
21382,Online,Food,Laptop,Mumbai,17,51,33,0
32449,ATM,Travel,Desktop,Chennai,4,50,23,0
46644,Online,Grocery,Laptop,Delhi,6,47,22,0
47029,Online,Electronics,Mobile,Mumbai,16,46,12,0
8815,POS,Grocery,Laptop,Pune,15,35,8,0
33329,ATM,Food,Desktop,Mumbai,8,45,3,0
15433,POS,Travel,Desktop,Bangalore,16,33,21,0
